id,name,wnsynsetkey,main_wnsynsetkey,main_category,super_category,floorplanner-category-tags,hasReceptacles,hasMultipleObjects,foundIn,support,dims,aligned.dims
00ab1b2fd45dcfbfdffe36f00fe21a9dddd9f06b,"""No Singing, No Dancing &amp; No Swearing ""50""s Americana Style Wall Sign.","wall_art.n.01,sign.n.02",,,,,,False,,vertical,,"0.2150000035762787,0.3465649336576462,0.016327657491602924"
00b0d5e167ae6b42666de010025efad4506563f1,Oven,oven.n.01,oven.n.01,oven,large_kitchen_appliance,"Kitchen cabinets & Cupboards,Kitchen,Furniture types,Built-in kitchen & Kitchen storage,Storage,Garage & storage,Basic units,__ARTICULATABLE",,False,kitchen,,,"0.6005000472068787,0.903087730407715,0.6378689110279083"
00b285ed70673826ccb6941929a64abfaf5f9239,Hotpoint WDF740A Satin Aluminium Washer Dryer.,"washer.n.03,dryer.n.01",,,,"Washer dryers,Kitchen,Electrical,Kitchen appliances,__ARTICULATABLE",,False,kitchen,,,"0.6010000109672546,0.8500000333785982,0.5813565850257874"
00b3040d6d75d68ba6d1bdf96e31c6b8432cbc1f,Toshiba Satellite Laptop,laptop.n.01,laptop.n.01,laptop,electronics,"Laptops & Notebooks,Office,Computing",,False,office,,,"0.36453579366207123,0.25411140601158877,0.3600870668888092"
00b543e5c1ec525f02523484c372d31fbcc696ea,Pfister Zierkissen,throw_pillow.n.01,cushion.n.03,cushion,decor,"Cushions,Bedroom,Living room,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.6064817905426025,0.30169054224357605,0.3036765605211258"
00b94ee7f2a013ffb7b681d19a5769b63c1b8357,"Tuuci Ocean Master Hexagon Shade, Aluma-Teak, Natural",umbrella.n.01,,,,"Parasols,Garden furniture,Garden & Outdoor,Party & events,Outdoor Events",,False,patio,,,"3.1905202865600586,2.514500379562378,3.1905202865600586"
00ba4b1c24ae030dc052d6d196d0461db86710aa,SIERRA RECLINING SOFA,sofa.n.01,sofa.n.01,couch,seating_furniture,"Sofas,Living room,Furniture types,Living room furniture",True,False,living room,,,"2.33719801902771,1.1141229479771653,1.0023318529129028"
00bcbedb6c1552d671d69e1cf51def0fdffebe49,Merbau Framed Artworks,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"0.5,0.5,0.031058607972227145"
00bde034d3d5b08ef952aeba2bd40839d3b8c5e0,Similor CITYPRO Duschsystem/Système douche/Sistema doccia,showerhead.n.01,,,,"Wall mounted taps & Mixers,Bathroom,Bathroom taps",,False,bathroom,vertical,,"0.3536650538444519,1.2122950553894043,0.5458262985557668"
00c36e162937f13271f982b5dcafb4d3038e906a,,,,,,"Wine racks & Storage,Kitchen,Furniture types,Small kitchen storage,Storage,Garage & storage",,True,kitchen,,,"0.5311604142189026,0.08667250684811734,0.3411289304494858"
00c48f069128b3951154aa6e1416de43ae7a602f,Violet Anemones in Glass Vase,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,flower_in_vase",,False,living room,,,"0.2983223646879196,0.2846438198685064,0.30445830523967743"
00c4e7e0dcc05d011794e3e44195ed8129d75caf,"94X123 Rug, Ivete Medallion Orange/Multi",rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"3.1242001056671143,0.0049999998045677785,2.3875999450683594"
00cc6db7de011b5ec985351af8c94e2f316a531f,Amy 3-Tier Wall Shelf,bookcase.n.01,bookcase.n.01,shelves,storage_furniture,"Wall shelves,Living room storage,Living room,Furniture types,Storage,Living room furniture,Shelves,Living room shelves,Garage & storage",True,False,living room,vertical,,"0.7997503578662872,1.0496549606323242,0.2800003067386571"
00cf8cb62499e385e088fe79f34170dadcce128d,Alberto Leant,person.n.01,person.n.01,person,animate_object,"People,People & Animals",,False,,,,"0.5008889138698578,1.7014758406130852,0.7275812029838562"
00d174d0fee4a8c71035f39fc1a05be45d64ef95,Curved oak photo frame,picture_frame.n.01,picture_frame.n.01,picture_frame,decor,"Photo frames,Accessories,Photo frames & Photo albums",,False,,,,"0.14000000059604645,0.21174067651008954,0.11194722354412079"
00df07adecbdf73eee36efaf3cbc2ba45bda660e,Club Chair,armchair.n.01,chair.n.01,chair,seating_furniture,"Armchairs,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.946056067943573,1.0985938981175423,0.9343912303447723"
00e3402610a1f547e1cf80d348629cd7bb6fe1e8,Globo Single Swing Seat,swing_chair.n.01,chair.n.01,chair,seating_furniture,"Swing seats,Garden furniture,Garden & Outdoor",True,False,patio,,,"1.2000000476837158,1.9225500985488964,1.1764063239097595"
00e388a751b3654216f2109ee073dc44f1241eee,Madrid Baby Changing Station,armoire.n.01,armoire.n.01,wardrobe,storage_furniture,"Kids' wardrobes,Kids' room,Furniture types,Wardrobes,Storage,Kids' furniture,Kids' storage,Garage & storage,Kids & baby room,__ARTICULATABLE",True,False,kids room,,,"1.0106006264686584,0.9699893143501299,0.8087521195411682"
00e4e059a54461f2a2789abe85d78e5407d4f8e9,ProAktiv - Kitchen,kitchen_cabinet.n.02,cabinet.n.01,cabinet,storage_furniture,"Kitchen cabinets & Cupboards,Kitchen,Furniture types,Built-in kitchen & Kitchen storage,Storage,Garage & storage,__ARTICULATABLE",True,False,kitchen,,,"0.40050002932548523,0.8999999761581421,0.6000000834465027"
00e51823fa6c217c7c3ec4a1c107144ab2e84fc8,"Laguiole Steak Knives and Forks Boxed Cutlery Set, Stainless Steel, 12-Piece",,,,,"Steak knives,Kitchen,Accessories,Cutlery,Kitchen & Dining accessories,Dining room,Knives,Tabletop",,True,"kitchen,dining room",,,"0.08103499561548233,0.016656766645610332,0.21737760305404663"
00e5f39d653640c848cee270dbf11c7110e3f582,Luxury cotton double mattress protector,bedclothes.n.01,,,,"Mattress protectors,Bedroom,Mattresses,Accessories,Bedding & Bed linen,Linens,Beds & Bed accessories,Bed accessories",,False,bedroom,,,"0.600000411272049,0.2300001044201352,0.5999999344348907"
00e70f08eeeac664c4322cc4de87bfe09aef0201,Waschplatz/zone lavabo Bodenschatz Creativa,,,,,"Bathroom vanity units,Bathroom,Bathroom furniture",,True,bathroom,vertical,,"2.131982922554016,1.6374120116233826,0.4885105639696121"
00e879c11f8273cf5f82e7efd65e4aad5c4c076e,DUVET Pouf,ottoman.n.03,,,,"Pouffes,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.8999980688095093,0.4200002253055573,0.8999999165534973"
00ea83bf1b2544df87f6d52d02382c0bb75598c6,Multi divider bookcase,bookcase.n.01,bookcase.n.01,shelves,storage_furniture,,True,True,,,,"1.1025671362876892,2.0500380992889404,0.35035140812397003"
00f41a55911cb9b2599dc27a470d1ae5e4eb60f4,"Twin Button Tufted Upholstered Bed, Fog",bed.n.01,bed.n.01,bed,sleeping_furniture,"Single beds,Kids' room,Bedroom,Kids' beds,Beds,Bedroom furniture,Furniture types,Kids' furniture,Beds & Bed accessories,Kids & baby room",,True,"bedroom,kids room",,,"1.2568086981773376,1.2040688597468545,2.0569781064987183"
00f5afbca9f9bb5eadf718e81a66f0973ed67898,White Scroll Writing Desk,desk.n.01,table.n.02,table,support_furniture,"Desks,Office,Home office furniture,__ARTICULATABLE",True,False,office,,,"1.295409083366394,0.7619910671081556,0.6214596629142761"
00f627ed56440e3753290d685f5ea00b4b33882d,Messenger,wall_art.n.01,wall_art.n.01,picture,decor,"Oil paintings,Accessories,Art",,False,,vertical,,"0.46000000834465027,0.46000000834465027,9.999999747394073e-05"
00ff4e2d38b8c28bd0e02607b698ae80ddb497ef,Tab F,floor_lamp.n.01,floor_lamp.n.01,floor_lamp,lighting,"Standing lamps & Floor lamps,Floor lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.23635387420654297,1.1205538511276245,0.2739584296941757"
011089758bc34f947c4862a8e800c51ec221a2b6,"Vipp Trash Bin, Large",ashcan.n.01,ashcan.n.01,trashcan,trashcan,,,False,,,,"0.29395031929016113,0.6096000671386719,0.35692623257637024"
0110c7ff0e787bf98c9da923554ddea1484e4a3d,18 Inch Brown Live Edge Wood Slice Accent Table,end_table.n.01,table.n.02,table,support_furniture,"Side & End tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"0.5809312462806702,0.45711525718454027,0.5322162210941315"
0113c9f0a2767936709d028b730e5c1867870360,Luceplan Costanzina Suspension Light,ceiling_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Lampshades,Lighting,Light fittings & Accessories,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.2578199952840805,1.669186602695845,0.2578199952840805"
0116bdbe11d047a4872a067ceb84b3c5552f73cc,Mug Tree in Cadillac Pink 4528,,,,,"Mug trees,Kitchen,Furniture types,Accessories,Small kitchen storage,Kitchen & Dining accessories,Storage,Garage & storage",,True,kitchen,,,"0.13731320947408676,0.3202191889286041,0.1413731500506401"
01195e5a99e8b8ef231532ab1be8235e26d60b71,Floor Tom Drum,drum.n.01,,,,"Kids' furniture,Kids' room,Furniture types,Kids & baby room",,False,kids room,,,"0.2564123272895813,0.22858982557954732,0.2564123123884201"
011f58b2c0025f1efd8d9935e18eb47a1f8bd872,Magnolia Home Garden Gate Full Canopy Bed by Joanna Gaines,bed.n.01,bed.n.01,bed,sleeping_furniture,"Double beds,Bedroom,Beds,Bedroom furniture,Furniture types,Beds & Bed accessories",,True,bedroom,,,"1.4414907693862915,1.9791361765528563,2.0558879375457764"
01203626b508361ea3992e1fd995b5e524e92c73,kone chrome and black pendant light,pendant_lamp.n.01,ceiling_lamp.n.01,ceiling_lamp,lighting,"Pendant lights,Ceiling lighting,Lighting,Indoor lighting,Room lighting,Living room lighting",,False,,top,,"0.3014277368783951,0.8039520322914058,0.30021603405475616"
012107610bc46032fceeff39de7db9134810d084,Wall Art,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"0.5999999940395355,0.6000000238418579,0.02500000037252923"
012206d2b382d07af6b113f4968003c7d8d70b85,"Bhodi Silk Cushion, White",throw_pillow.n.01,cushion.n.03,cushion,decor,"Plain cushions,Bedroom,Living room,Cushions,Accessories,Cushions,bean bags & Throws",,False,"bedroom,living room",,,"0.4174128919839859,0.3077224452281371,0.2409716174006462"
0125f7747d3e3f85bd4cfb181f9a63b6a8afd6f3,Green moth orchid,pot_plant.n.01,pot_plant.n.01,potted_plant,plant,"Indoor plants & flowers,Living room,Accessories,Decorative & Living accessories,potted_plant",,False,living room,,,"0.24000002443790436,0.609999909005154,0.19999992847442627"
0128475579600f804ec7ef1cf8a212622760cfd1,Liquorice Espresso Cup and Saucer,"cup.n.01,saucer.n.02",,,,"Espresso cup sets,Kitchen,Accessories,Crockery,Coffee & Tea,Kitchen & Dining accessories,Dining room,Cups & Mugs,Coffee,Tabletop",,True,"kitchen,dining room",,,"0.11932729184627533,0.044994028250795015,0.10447465255856514"
01362ea241206b5668fb03f345c4637fd9386c8a,Petra Night Stand,nightstand.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Bedside tables,Bedroom,Bedroom furniture,Furniture types,__ARTICULATABLE",True,False,bedroom,,,"0.6000002026557922,0.4230000269413132,0.46654030680656433"
013b244fbce89344d7cc19d3eaeb116bb6e3a92d,Wendover Art # Gray Matter I,wall_art.n.01,wall_art.n.01,picture,decor,"Art,Accessories",,False,,vertical,,"1.3969999551773071,2.056999921798706,0.05000000074505875"
01490a02cbd67eec6e526ef157e7cb14fa15e610,Solid Stripes Floor Mat - Small Runner,rug.n.01,rug.n.01,carpet,floor_covering,"Rugs,Accessories",,False,,,,"0.6096003651618958,0.0049999998045677785,1.2192001342773438"
01495dff5eccd8289fb31fc6df511bf2a043a495,Willow Creek Dresser/Mirror,chest_of_drawers.n.01,chest_of_drawers.n.01,chest_of_drawers,storage_furniture,"Mirrored dressing tables,Bedroom,Tables,Bedroom furniture,Living room,Dressing tables,Furniture types,Living room furniture,dresser_with_mirror,__ARTICULATABLE",True,False,"bedroom,living room",,,"1.5296177864074707,1.8287910223007202,0.4378054440021515"
014a363a4a3feb9c57288f972744ccb3196207b7,Drainage Channel,,,,,"Garden accessories,Garden & Outdoor",,False,,,,"1.0,0.0015750002348795655,0.10999999940395355"
014a4d0309319f687eec4f5d944af61903d8f71b,silver wooden letters,"letter.n.02,wall_decor.n.01",,,,,,False,,vertical,,"0.11999999731779099,0.11999999731779099,0.009999999776482622"
014f3ebc50361692497fe6439b2c112ed3e4ab25,"GRADO MART Armchair, Light Grey",armchair.n.01,chair.n.01,chair,seating_furniture,"Armchairs,Living room,Furniture types,Armchairs & occasional seating,Living room furniture",True,False,living room,,,"0.7800000607967377,0.7321222865682557,0.8199776709079742"
014fab638dc1b20201ac76b8ee36a14e92463c5a,Lille Lamp,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,Lighting,,False,,,,"0.36599940061569214,0.5315475808301926,0.36599941551685333"
0159bbff524170a2ace52cd61a00a573da95fd38,"Firepit and BBQ.Outdoor,Black Cast Steel &amp; Stainless Steel with Swing Out Grill.",firepit.n.01,,,,"Firepits,Garden & Outdoor,Outdoor dining,Camping equipment",,False,patio,,,"0.6751534938812256,0.21968798092174535,0.5911426544189453"
015ae9b8de4de0be8a2c276c15869fa381923022,ABC LOVE ART PRINT,wall_art.n.01,wall_art.n.01,picture,decor,"Art prints,Accessories,Art",,False,,vertical,,"0.7599999904632568,1.1399999856948853,0.019999999552965542"
015fa236691b0082e304ffd1f2301cac81d32ad1,"Scarabeo Next bathroom sink, art. 8047/B",sink.n.01,sink.n.01,sink,kitchen_bathroom_fixture,"Bathroom basins,Bathroom",,False,bathroom,vertical,,"0.800000011920929,0.319251075387001,0.5000788559855209"
0164a753999c91217e819b52f8f354b3f60ded96,Cats Doormat,rug.n.01,rug.n.01,carpet,floor_covering,"Doormats,Accessories,Rugs",,False,,,,"0.7500027418136597,0.010989843054488801,0.45000021159648895"
016556105b34152b96d7323eed7878bb8c142fbc,Girard Coffee Table,coffee_table.n.01,table.n.02,table,support_furniture,"Coffee tables,Tables,Living room,Furniture types,Living room furniture",True,False,living room,,,"1.0168428421020508,0.40383961796760565,1.0183177590370178"
016740800c9b1834742579705ddfc6899dfceddc,Bath robe,bathrobe.n.01,,,,,,False,bathroom,,,"0.5942785739898682,0.2859334354288876,1.625310242176056"
016e2356defa1d43ec856c0e3f7943fd5363f1e9,"Curtains Ready Made at Curtain Up, Fantasia Ready Made Curtains (Duckegg)",window_curtain.n.01,window_curtain.n.01,curtain,curtain,"Ready made curtains,Accessories,Curtains,Curtains & Curtain accessories",,False,,,,"1.1699994802474976,1.3699983358383179,0.17759896302595707"
0172eee8812e5e23b514b967b804ed305722b095,Gourd Lamp - Saffron,table_lamp.n.01,table_lamp.n.01,table_lamp,lighting,"Lampshades,Lighting,Light fittings & Accessories,Indoor lighting,Room lighting,Living room lighting",,False,,,,"0.23999914526939392,0.5699980437867396,0.23999914526939392"
0175aa74c194cf1c634ee79498cd4afc793badfe,Cullen Chest,,,,,__ARTICULATABLE,,False,,,,"0.9144001007080078,0.7620000702292593,0.41369612514972687"
